2020/11/06 10:56 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
-,-,-,-,-,-

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
11918,14:00～15:00,-,-

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
-,-,-,-,-,-

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
-,-,-,-

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2020/06/29,00:00,7063,7111,-,10528
2020/06/29,01:00,6736,6798,-,10433
2020/06/29,02:00,6800,6875,-,10449
2020/06/29,03:00,7101,7135,-,10519
2020/06/29,04:00,7269,7300,-,10540
2020/06/29,05:00,7282,7406,-,10710
2020/06/29,06:00,7579,7739,-,11227
2020/06/29,07:00,8336,8582,-,11792
2020/06/29,08:00,9814,9977,-,12771
2020/06/29,09:00,10945,11032,-,13887
2020/06/29,10:00,11374,11468,-,14265
2020/06/29,11:00,11713,11711,-,14314
2020/06/29,12:00,11327,11358,-,14117
2020/06/29,13:00,11753,11842,-,14403
2020/06/29,14:00,11812,11918,-,14447
2020/06/29,15:00,11665,11755,-,14152
2020/06/29,16:00,11486,11662,-,13952
2020/06/29,17:00,10877,11158,-,13478
2020/06/29,18:00,10643,10837,-,13097
2020/06/29,19:00,10453,10635,-,12873
2020/06/29,20:00,9939,10101,-,12512
2020/06/29,21:00,9423,9566,-,12178
2020/06/29,22:00,8971,9110,-,11851
2020/06/29,23:00,8511,8606,-,11568

最大使用率(%),時間帯
-,-

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
-,-,-,-,-,-

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
11607,11:00～12:00,-,-

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
-,-,-,-,-,-

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
-,-,-,-

DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2020/06/29,00:00,7298,0
2020/06/29,00:05,7263,0
2020/06/29,00:10,7226,0
2020/06/29,00:15,7178,0
2020/06/29,00:20,7141,0
2020/06/29,00:25,7105,0
2020/06/29,00:30,7048,0
2020/06/29,00:35,7025,0
2020/06/29,00:40,6967,0
2020/06/29,00:45,6923,0
2020/06/29,00:50,6869,0
2020/06/29,00:55,6846,0
2020/06/29,01:00,6791,0
2020/06/29,01:05,6826,0
2020/06/29,01:10,6785,0
2020/06/29,01:15,6769,0
2020/06/29,01:20,6740,0
2020/06/29,01:25,6703,0
2020/06/29,01:30,6700,0
2020/06/29,01:35,6701,0
2020/06/29,01:40,6695,0
2020/06/29,01:45,6692,0
2020/06/29,01:50,6685,0
2020/06/29,01:55,6684,0
2020/06/29,02:00,6675,0
2020/06/29,02:05,6684,0
2020/06/29,02:10,6701,0
2020/06/29,02:15,6704,0
2020/06/29,02:20,6743,0
2020/06/29,02:25,6758,0
2020/06/29,02:30,6811,0
2020/06/29,02:35,6820,0
2020/06/29,02:40,6858,0
2020/06/29,02:45,6883,0
2020/06/29,02:50,6894,0
2020/06/29,02:55,6914,0
2020/06/29,03:00,6940,0
2020/06/29,03:05,6990,0
2020/06/29,03:10,6995,0
2020/06/29,03:15,7031,0
2020/06/29,03:20,7072,0
2020/06/29,03:25,7079,0
2020/06/29,03:30,7093,0
2020/06/29,03:35,7126,0
2020/06/29,03:40,7170,0
2020/06/29,03:45,7195,0
2020/06/29,03:50,7180,0
2020/06/29,03:55,7206,0
2020/06/29,04:00,7240,0
2020/06/29,04:05,7260,0
2020/06/29,04:10,7247,0
2020/06/29,04:15,7263,0
2020/06/29,04:20,7260,0
2020/06/29,04:25,7257,1
2020/06/29,04:30,7259,5
2020/06/29,04:35,7253,6
2020/06/29,04:40,7314,7
2020/06/29,04:45,7293,10
2020/06/29,04:50,7279,12
2020/06/29,04:55,7273,16
2020/06/29,05:00,7260,26
2020/06/29,05:05,7305,35
2020/06/29,05:10,7302,46
2020/06/29,05:15,7304,61
2020/06/29,05:20,7297,85
2020/06/29,05:25,7282,109
2020/06/29,05:30,7284,145
2020/06/29,05:35,7283,182
2020/06/29,05:40,7262,228
2020/06/29,05:45,7256,278
2020/06/29,05:50,7271,330
2020/06/29,05:55,7266,381
2020/06/29,06:00,7324,421
2020/06/29,06:05,7424,481
2020/06/29,06:10,7423,537
2020/06/29,06:15,7458,598
2020/06/29,06:20,7500,662
2020/06/29,06:25,7536,727
2020/06/29,06:30,7556,786
2020/06/29,06:35,7626,857
2020/06/29,06:40,7701,919
2020/06/29,06:45,7706,989
2020/06/29,06:50,7736,1066
2020/06/29,06:55,7773,1131
2020/06/29,07:00,7831,1196
2020/06/29,07:05,7917,1257
2020/06/29,07:10,7999,1319
2020/06/29,07:15,8092,1393
2020/06/29,07:20,8140,1460
2020/06/29,07:25,8212,1526
2020/06/29,07:30,8274,1604
2020/06/29,07:35,8428,1674
2020/06/29,07:40,8485,1739
2020/06/29,07:45,8621,1821
2020/06/29,07:50,8679,1893
2020/06/29,07:55,8788,1954
2020/06/29,08:00,8948,2017
2020/06/29,08:05,9134,2097
2020/06/29,08:10,9274,2179
2020/06/29,08:15,9437,2255
2020/06/29,08:20,9578,2329
2020/06/29,08:25,9705,2396
2020/06/29,08:30,9870,2451
2020/06/29,08:35,10014,2502
2020/06/29,08:40,10127,2564
2020/06/29,08:45,10211,2633
2020/06/29,08:50,10339,2681
2020/06/29,08:55,10410,2740
2020/06/29,09:00,10495,2798
2020/06/29,09:05,10648,2853
2020/06/29,09:10,10719,2917
2020/06/29,09:15,10769,2971
2020/06/29,09:20,10847,3036
2020/06/29,09:25,10914,3086
2020/06/29,09:30,10970,3123
2020/06/29,09:35,11040,3171
2020/06/29,09:40,11105,3199
2020/06/29,09:45,11121,3225
2020/06/29,09:50,11177,3267
2020/06/29,09:55,11210,3289
2020/06/29,10:00,11207,3314
2020/06/29,10:05,11184,3338
2020/06/29,10:10,11202,3352
2020/06/29,10:15,11289,3362
2020/06/29,10:20,11310,3363
