2020/4/12 8:00 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
416,4:00～5:00,4月11日,7:20,20,83

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
346,4:00～5:00,4月11日,7:20

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
345,19:00～20:00,4月11日,7:20,13,89

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
305,19:00～20:00,4月11日,7:20

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2020/4/11,0:00,307,306,81,380
2020/4/11,1:00,316,314,83,381
2020/4/11,2:00,334,331,84,397
2020/4/11,3:00,345,344,84,411
2020/4/11,4:00,342,346,82,416
2020/4/11,5:00,328,335,82,399
2020/4/11,6:00,309,318,85,363
2020/4/11,7:00,289,298,84,344
2020/4/11,8:00,287,295,81,355
2020/4/11,9:00,292,296,81,362
2020/4/11,10:00,291,293,80,366
2020/4/11,11:00,286,295,78,365
2020/4/11,12:00,283,285,79,359
2020/4/11,13:00,274,280,78,352
2020/4/11,14:00,267,274,78,343
2020/4/11,15:00,269,270,80,337
2020/4/11,16:00,268,273,79,341
2020/4/11,17:00,280,284,86,326
2020/4/11,18:00,295,300,87,339
2020/4/11,19:00,293,305,85,345
2020/4/11,20:00,285,295,85,336
2020/4/11,21:00,273,283,85,322
2020/4/11,22:00,272,273,86,315
2020/4/11,23:00,269,265,86,314

最大使用率(%),時間帯
87,18:00～19:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
362,4:00～5:00,4月12日,6:58,13,89

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
320,4:00～5:00,4月12日,6:58

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
362,4:00～5:00,4月12日,6:58,13,89

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
320,4:00～5:00,4月12日,6:58

