2016/12/31 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
381,17:00～20:00,12月31日,9:00,15,87

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
331,18:00～19:00,12月31日,9:00

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%)
2016/12/31,0:00,292,291,77
2016/12/31,1:00,301,300,79
2016/12/31,2:00,317,316,83
2016/12/31,3:00,323,322,85
2016/12/31,4:00,315,315,83
2016/12/31,5:00,295,295,77
2016/12/31,6:00,279,278,73
2016/12/31,7:00,281,276,74
2016/12/31,8:00,297,295,78
2016/12/31,9:00,285,289,75
2016/12/31,10:00,271,279,71
2016/12/31,11:00,268,270,70
2016/12/31,12:00,261,264,69
2016/12/31,13:00,257,262,67
2016/12/31,14:00,256,261,67
2016/12/31,15:00,265,266,70
2016/12/31,16:00,282,286,74
2016/12/31,17:00,314,322,82
2016/12/31,18:00,328,331,86
2016/12/31,19:00,322,325,85
2016/12/31,20:00,309,317,81
2016/12/31,21:00,296,304,78
2016/12/31,22:00,285,291,75
2016/12/31,23:00,290,296,76

最大使用率(%),時間帯
86,18:00～19:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
369,17:00～20:00,12月31日,18:00,11,90

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
321,18:00～19:00,12月31日,18:00

DATE,TIME,当日実績(5分間隔値)(万kW)
2016/12/31,0:00,292
2016/12/31,0:05,291
2016/12/31,0:10,292
2016/12/31,0:15,291
2016/12/31,0:20,291
2016/12/31,0:25,290
2016/12/31,0:30,290
2016/12/31,0:35,291
2016/12/31,0:40,291
2016/12/31,0:45,291
2016/12/31,0:50,292
2016/12/31,0:55,293
2016/12/31,1:00,295
2016/12/31,1:05,296
2016/12/31,1:10,298
2016/12/31,1:15,297
2016/12/31,1:20,299
2016/12/31,1:25,300
2016/12/31,1:30,300
2016/12/31,1:35,301
2016/12/31,1:40,303
2016/12/31,1:45,304
2016/12/31,1:50,305
2016/12/31,1:55,306
2016/12/31,2:00,308
2016/12/31,2:05,311
2016/12/31,2:10,312
2016/12/31,2:15,313
2016/12/31,2:20,314
2016/12/31,2:25,315
2016/12/31,2:30,317
2016/12/31,2:35,318
2016/12/31,2:40,319
2016/12/31,2:45,320
2016/12/31,2:50,321
2016/12/31,2:55,322
2016/12/31,3:00,323
2016/12/31,3:05,323
2016/12/31,3:10,324
2016/12/31,3:15,324
2016/12/31,3:20,323
2016/12/31,3:25,322
2016/12/31,3:30,323
2016/12/31,3:35,322
2016/12/31,3:40,322
2016/12/31,3:45,322
2016/12/31,3:50,323
2016/12/31,3:55,322
2016/12/31,4:00,320
2016/12/31,4:05,320
2016/12/31,4:10,319
2016/12/31,4:15,319
2016/12/31,4:20,317
2016/12/31,4:25,317
2016/12/31,4:30,317
2016/12/31,4:35,316
2016/12/31,4:40,313
2016/12/31,4:45,313
2016/12/31,4:50,310
2016/12/31,4:55,308
2016/12/31,5:00,307
2016/12/31,5:05,305
2016/12/31,5:10,303
2016/12/31,5:15,303
2016/12/31,5:20,300
2016/12/31,5:25,297
2016/12/31,5:30,295
2016/12/31,5:35,294
2016/12/31,5:40,291
2016/12/31,5:45,289
2016/12/31,5:50,286
2016/12/31,5:55,284
2016/12/31,6:00,283
2016/12/31,6:05,283
2016/12/31,6:10,282
2016/12/31,6:15,281
2016/12/31,6:20,280
2016/12/31,6:25,277
2016/12/31,6:30,277
2016/12/31,6:35,277
2016/12/31,6:40,276
2016/12/31,6:45,277
2016/12/31,6:50,274
2016/12/31,6:55,274
2016/12/31,7:00,272
2016/12/31,7:05,270
2016/12/31,7:10,272
2016/12/31,7:15,272
2016/12/31,7:20,274
2016/12/31,7:25,277
2016/12/31,7:30,281
2016/12/31,7:35,283
2016/12/31,7:40,286
2016/12/31,7:45,288
2016/12/31,7:50,290
2016/12/31,7:55,291
2016/12/31,8:00,294
2016/12/31,8:05,297
2016/12/31,8:10,298
2016/12/31,8:15,299
2016/12/31,8:20,297
2016/12/31,8:25,295
2016/12/31,8:30,295
2016/12/31,8:35,295
2016/12/31,8:40,296
2016/12/31,8:45,295
2016/12/31,8:50,295
2016/12/31,8:55,292
2016/12/31,9:00,290
2016/12/31,9:05,291
2016/12/31,9:10,290
2016/12/31,9:15,288
2016/12/31,9:20,285
2016/12/31,9:25,283
2016/12/31,9:30,281
2016/12/31,9:35,279
2016/12/31,9:40,277
2016/12/31,9:45,276
2016/12/31,9:50,275
2016/12/31,9:55,272
2016/12/31,10:00,272
