2019/05/04 00:10 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
136,19:00～20:00,05月03日,19:59,51,66

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
93,19:00～20:00,05月03日,19:59

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%)
2019/05/03,00:00,71,72,52
2019/05/03,01:00,68,69,50
2019/05/03,02:00,68,69,50
2019/05/03,03:00,71,71,52
2019/05/03,04:00,71,72,52
2019/05/03,05:00,71,70,52
2019/05/03,06:00,68,68,50
2019/05/03,07:00,70,72,51
2019/05/03,08:00,76,77,55
2019/05/03,09:00,79,82,58
2019/05/03,10:00,82,85,60
2019/05/03,11:00,82,87,60
2019/05/03,12:00,81,88,59
2019/05/03,13:00,83,89,61
2019/05/03,14:00,82,88,60
2019/05/03,15:00,84,86,61
2019/05/03,16:00,83,87,61
2019/05/03,17:00,83,88,61
2019/05/03,18:00,85,89,62
2019/05/03,19:00,88,93,64
2019/05/03,20:00,87,92,63
2019/05/03,21:00,83,88,61
2019/05/03,22:00,79,84,58
2019/05/03,23:00,74,78,54

最大使用率(%),時間帯
64,19:00～20:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
153,16:00～17:00,05月04日,00:00,68,59

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
91,16:00～17:00,05月04日,00:00

DATE,TIME,当日実績(5分間隔値)(万kW)
2019/05/03,00:00,75
2019/05/03,00:05,75
2019/05/03,00:10,74
2019/05/03,00:15,71
2019/05/03,00:20,70
2019/05/03,00:25,72
2019/05/03,00:30,73
2019/05/03,00:35,73
2019/05/03,00:40,70
2019/05/03,00:45,71
2019/05/03,00:50,71
2019/05/03,00:55,71
2019/05/03,01:00,71
2019/05/03,01:05,68
2019/05/03,01:10,67
2019/05/03,01:15,69
2019/05/03,01:20,71
2019/05/03,01:25,70
2019/05/03,01:30,69
2019/05/03,01:35,68
2019/05/03,01:40,69
2019/05/03,01:45,68
2019/05/03,01:50,69
2019/05/03,01:55,68
2019/05/03,02:00,66
2019/05/03,02:05,69
2019/05/03,02:10,70
2019/05/03,02:15,71
2019/05/03,02:20,68
2019/05/03,02:25,70
2019/05/03,02:30,70
2019/05/03,02:35,70
2019/05/03,02:40,70
2019/05/03,02:45,68
2019/05/03,02:50,69
2019/05/03,02:55,71
2019/05/03,03:00,70
2019/05/03,03:05,72
2019/05/03,03:10,73
2019/05/03,03:15,73
2019/05/03,03:20,71
2019/05/03,03:25,73
2019/05/03,03:30,73
2019/05/03,03:35,73
2019/05/03,03:40,70
2019/05/03,03:45,70
2019/05/03,03:50,72
2019/05/03,03:55,74
2019/05/03,04:00,74
2019/05/03,04:05,72
2019/05/03,04:10,73
2019/05/03,04:15,73
2019/05/03,04:20,74
2019/05/03,04:25,73
2019/05/03,04:30,72
2019/05/03,04:35,70
2019/05/03,04:40,70
2019/05/03,04:45,73
2019/05/03,04:50,73
2019/05/03,04:55,74
2019/05/03,05:00,72
2019/05/03,05:05,73
2019/05/03,05:10,73
2019/05/03,05:15,74
2019/05/03,05:20,73
2019/05/03,05:25,70
2019/05/03,05:30,70
2019/05/03,05:35,72
2019/05/03,05:40,72
2019/05/03,05:45,72
2019/05/03,05:50,70
2019/05/03,05:55,71
2019/05/03,06:00,70
2019/05/03,06:05,71
2019/05/03,06:10,70
2019/05/03,06:15,67
2019/05/03,06:20,68
2019/05/03,06:25,69
2019/05/03,06:30,69
2019/05/03,06:35,70
2019/05/03,06:40,68
2019/05/03,06:45,70
2019/05/03,06:50,70
2019/05/03,06:55,69
2019/05/03,07:00,67
2019/05/03,07:05,68
2019/05/03,07:10,69
2019/05/03,07:15,71
2019/05/03,07:20,72
2019/05/03,07:25,72
2019/05/03,07:30,71
2019/05/03,07:35,72
2019/05/03,07:40,73
2019/05/03,07:45,74
2019/05/03,07:50,73
2019/05/03,07:55,71
2019/05/03,08:00,73
2019/05/03,08:05,76
2019/05/03,08:10,77
2019/05/03,08:15,76
2019/05/03,08:20,76
2019/05/03,08:25,77
2019/05/03,08:30,78
2019/05/03,08:35,80
2019/05/03,08:40,80
2019/05/03,08:45,77
2019/05/03,08:50,76
2019/05/03,08:55,76
2019/05/03,09:00,78
2019/05/03,09:05,80
2019/05/03,09:10,80
2019/05/03,09:15,80
2019/05/03,09:20,81
2019/05/03,09:25,82
2019/05/03,09:30,83
2019/05/03,09:35,83
2019/05/03,09:40,80
2019/05/03,09:45,77
2019/05/03,09:50,79
2019/05/03,09:55,82
2019/05/03,10:00,81
2019/05/03,10:05,83
2019/05/03,10:10,81
2019/05/03,10:15,84
2019/05/03,10:20,83
2019/05/03,10:25,83
2019/05/03,10:30,83
2019/05/03,10:35,81
2019/05/03,10:40,82
2019/05/03,10:45,84
2019/05/03,10:50,85
2019/05/03,10:55,84
2019/05/03,11:00,82
2019/05/03,11:05,82
2019/05/03,11:10,83
2019/05/03,11:15,84
2019/05/03,11:20,84
2019/05/03,11:25,82
2019/05/03,11:30,81
2019/05/03,11:35,82
2019/05/03,11:40,84
2019/05/03,11:45,85
2019/05/03,11:50,85
2019/05/03,11:55,84
2019/05/03,12:00,85
2019/05/03,12:05,84
2019/05/03,12:10,84
2019/05/03,12:15,83
2019/05/03,12:20,80
2019/05/03,12:25,78
2019/05/03,12:30,79
2019/05/03,12:35,84
2019/05/03,12:40,84
2019/05/03,12:45,83
2019/05/03,12:50,83
2019/05/03,12:55,84
2019/05/03,13:00,84
2019/05/03,13:05,86
2019/05/03,13:10,86
2019/05/03,13:15,84
2019/05/03,13:20,86
2019/05/03,13:25,87
2019/05/03,13:30,87
2019/05/03,13:35,85
2019/05/03,13:40,84
2019/05/03,13:45,84
2019/05/03,13:50,84
2019/05/03,13:55,83
2019/05/03,14:00,82
2019/05/03,14:05,81
2019/05/03,14:10,82
2019/05/03,14:15,85
2019/05/03,14:20,86
2019/05/03,14:25,85
2019/05/03,14:30,86
2019/05/03,14:35,83
2019/05/03,14:40,85
2019/05/03,14:45,84
2019/05/03,14:50,83
2019/05/03,14:55,83
2019/05/03,15:00,81
2019/05/03,15:05,83
2019/05/03,15:10,86
2019/05/03,15:15,87
2019/05/03,15:20,87
2019/05/03,15:25,87
2019/05/03,15:30,85
2019/05/03,15:35,85
2019/05/03,15:40,85
2019/05/03,15:45,86
2019/05/03,15:50,85
2019/05/03,15:55,83
2019/05/03,16:00,85
2019/05/03,16:05,86
2019/05/03,16:10,86
2019/05/03,16:15,86
2019/05/03,16:20,85
2019/05/03,16:25,86
2019/05/03,16:30,86
2019/05/03,16:35,84
2019/05/03,16:40,81
2019/05/03,16:45,80
2019/05/03,16:50,81
2019/05/03,16:55,83
2019/05/03,17:00,85
2019/05/03,17:05,83
2019/05/03,17:10,82
2019/05/03,17:15,85
2019/05/03,17:20,85
2019/05/03,17:25,86
2019/05/03,17:30,86
2019/05/03,17:35,82
2019/05/03,17:40,82
2019/05/03,17:45,85
2019/05/03,17:50,84
2019/05/03,17:55,87
2019/05/03,18:00,88
2019/05/03,18:05,84
2019/05/03,18:10,85
2019/05/03,18:15,86
2019/05/03,18:20,86
2019/05/03,18:25,87
2019/05/03,18:30,84
2019/05/03,18:35,83
2019/05/03,18:40,85
2019/05/03,18:45,87
2019/05/03,18:50,87
2019/05/03,18:55,87
2019/05/03,19:00,87
2019/05/03,19:05,89
2019/05/03,19:10,89
2019/05/03,19:15,90
2019/05/03,19:20,90
2019/05/03,19:25,88
2019/05/03,19:30,89
2019/05/03,19:35,91
2019/05/03,19:40,90
2019/05/03,19:45,91
2019/05/03,19:50,89
2019/05/03,19:55,90
2019/05/03,20:00,91
2019/05/03,20:05,91
2019/05/03,20:10,89
2019/05/03,20:15,87
2019/05/03,20:20,88
2019/05/03,20:25,90
2019/05/03,20:30,90
2019/05/03,20:35,90
2019/05/03,20:40,87
2019/05/03,20:45,88
2019/05/03,20:50,88
2019/05/03,20:55,89
2019/05/03,21:00,85
2019/05/03,21:05,84
2019/05/03,21:10,86
2019/05/03,21:15,86
2019/05/03,21:20,87
2019/05/03,21:25,85
2019/05/03,21:30,85
2019/05/03,21:35,86
2019/05/03,21:40,85
2019/05/03,21:45,83
2019/05/03,21:50,81
2019/05/03,21:55,81
2019/05/03,22:00,83
2019/05/03,22:05,84
2019/05/03,22:10,83
2019/05/03,22:15,81
2019/05/03,22:20,80
2019/05/03,22:25,81
2019/05/03,22:30,81
2019/05/03,22:35,80
2019/05/03,22:40,78
2019/05/03,22:45,76
2019/05/03,22:50,77
2019/05/03,22:55,79
2019/05/03,23:00,79
2019/05/03,23:05,79
2019/05/03,23:10,76
2019/05/03,23:15,76
2019/05/03,23:20,77
2019/05/03,23:25,76
2019/05/03,23:30,75
2019/05/03,23:35,72
2019/05/03,23:40,73
2019/05/03,23:45,74
2019/05/03,23:50,74
2019/05/03,23:55,74
