2018/5/24 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4497,14:00～15:00,5/24,8:30,20,83

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3753,14:00～15:00,5/24,8:30

DATE,TIME,当日実績(万kW),予測値（万kW),使用率(%)
2018/5/24,0:00,2508,2527,55
2018/5/24,1:00,2387,2399,53
2018/5/24,2:00,2359,2361,52
2018/5/24,3:00,2380,2378,52
2018/5/24,4:00,2393,2394,53
2018/5/24,5:00,2388,2399,53
2018/5/24,6:00,2532,2546,56
2018/5/24,7:00,2779,2789,61
2018/5/24,8:00,3131,3172,69
2018/5/24,9:00,3430,3472,76
2018/5/24,10:00,3511,3584,78
2018/5/24,11:00,3603,3646,80
2018/5/24,12:00,3491,3516,77
2018/5/24,13:00,3616,3708,80
2018/5/24,14:00,3617,3753,80
2018/5/24,15:00,3585,3751,79
2018/5/24,16:00,3594,3733,79
2018/5/24,17:00,3516,3572,78
2018/5/24,18:00,3480,3542,77
2018/5/24,19:00,3438,3504,76
2018/5/24,20:00,3246,3297,72
2018/5/24,21:00,3060,3097,68
2018/5/24,22:00,2923,2946,64
2018/5/24,23:00,2741,2728,60

最大使用率(%),時間帯
80,14:00～15:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4376,16:00～17:00,5/24,17:30,13,88

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3871,15:00～16:00,5/24,17:30

DATE,TIME,当日実績（５分間隔値）(万kW)
2018/5/24,0:00,2602
2018/5/24,0:05,2580
2018/5/24,0:10,2585
2018/5/24,0:15,2555
2018/5/24,0:20,2532
2018/5/24,0:25,2512
2018/5/24,0:30,2492
2018/5/24,0:35,2486
2018/5/24,0:40,2461
2018/5/24,0:45,2454
2018/5/24,0:50,2421
2018/5/24,0:55,2411
2018/5/24,1:00,2413
2018/5/24,1:05,2426
2018/5/24,1:10,2416
2018/5/24,1:15,2393
2018/5/24,1:20,2383
2018/5/24,1:25,2378
2018/5/24,1:30,2382
2018/5/24,1:35,2371
2018/5/24,1:40,2379
2018/5/24,1:45,2367
2018/5/24,1:50,2364
2018/5/24,1:55,2371
2018/5/24,2:00,2367
2018/5/24,2:05,2357
2018/5/24,2:10,2357
2018/5/24,2:15,2354
2018/5/24,2:20,2353
2018/5/24,2:25,2353
2018/5/24,2:30,2361
2018/5/24,2:35,2358
2018/5/24,2:40,2359
2018/5/24,2:45,2358
2018/5/24,2:50,2372
2018/5/24,2:55,2356
2018/5/24,3:00,2367
2018/5/24,3:05,2383
2018/5/24,3:10,2368
2018/5/24,3:15,2376
2018/5/24,3:20,2381
2018/5/24,3:25,2381
2018/5/24,3:30,2382
2018/5/24,3:35,2375
2018/5/24,3:40,2381
2018/5/24,3:45,2384
2018/5/24,3:50,2388
2018/5/24,3:55,2393
2018/5/24,4:00,2397
2018/5/24,4:05,2399
2018/5/24,4:10,2395
2018/5/24,4:15,2403
2018/5/24,4:20,2415
2018/5/24,4:25,2409
2018/5/24,4:30,2390
2018/5/24,4:35,2378
2018/5/24,4:40,2388
2018/5/24,4:45,2385
2018/5/24,4:50,2385
2018/5/24,4:55,2378
