2017/9/4 0:08 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1209,19:00～20:00,9/3,9:00,16,86

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1040,19:00～20:00,9/3,9:00

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%)
2017/9/3,0:00,753,745,80
2017/9/3,1:00,728,720,79
2017/9/3,2:00,728,715,78
2017/9/3,3:00,755,735,80
2017/9/3,4:00,788,765,83
2017/9/3,5:00,796,765,84
2017/9/3,6:00,764,755,83
2017/9/3,7:00,762,760,76
2017/9/3,8:00,799,825,73
2017/9/3,9:00,852,900,70
2017/9/3,10:00,883,945,69
2017/9/3,11:00,918,970,68
2017/9/3,12:00,966,975,71
2017/9/3,13:00,960,995,71
2017/9/3,14:00,943,1005,71
2017/9/3,15:00,971,1005,74
2017/9/3,16:00,980,1010,77
2017/9/3,17:00,1010,1010,82
2017/9/3,18:00,1018,1025,84
2017/9/3,19:00,1016,1040,84
2017/9/3,20:00,955,990,80
2017/9/3,21:00,898,930,79
2017/9/3,22:00,844,875,73
2017/9/3,23:00,779,810,69

最大使用率(%),時間帯
84,19:00～20:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1359,16:00～17:00,9/3,18:00,15,87

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1160,11:00～12:00,9/3,18:00

DATE,TIME,当日実績(５分間隔値）(万kW)
2017/9/3,0:00,767
2017/9/3,0:05,771
2017/9/3,0:10,780
2017/9/3,0:15,763
2017/9/3,0:20,765
2017/9/3,0:25,747
2017/9/3,0:30,745
2017/9/3,0:35,744
2017/9/3,0:40,751
2017/9/3,0:45,737
2017/9/3,0:50,734
2017/9/3,0:55,731
2017/9/3,1:00,735
2017/9/3,1:05,738
2017/9/3,1:10,726
2017/9/3,1:15,720
2017/9/3,1:20,725
2017/9/3,1:25,727
2017/9/3,1:30,729
2017/9/3,1:35,723
2017/9/3,1:40,734
2017/9/3,1:45,731
2017/9/3,1:50,724
2017/9/3,1:55,721
2017/9/3,2:00,714
2017/9/3,2:05,724
2017/9/3,2:10,731
2017/9/3,2:15,723
2017/9/3,2:20,732
2017/9/3,2:25,721
2017/9/3,2:30,719
2017/9/3,2:35,732
2017/9/3,2:40,736
2017/9/3,2:45,728
2017/9/3,2:50,732
2017/9/3,2:55,740
2017/9/3,3:00,737
2017/9/3,3:05,748
2017/9/3,3:10,738
2017/9/3,3:15,758
2017/9/3,3:20,757
2017/9/3,3:25,760
2017/9/3,3:30,762
2017/9/3,3:35,759
2017/9/3,3:40,755
2017/9/3,3:45,752
2017/9/3,3:50,769
2017/9/3,3:55,770
2017/9/3,4:00,764
2017/9/3,4:05,783
2017/9/3,4:10,782
2017/9/3,4:15,783
2017/9/3,4:20,786
2017/9/3,4:25,789
2017/9/3,4:30,789
2017/9/3,4:35,793
2017/9/3,4:40,800
2017/9/3,4:45,795
2017/9/3,4:50,796
2017/9/3,4:55,802
2017/9/3,5:00,805
2017/9/3,5:05,806
2017/9/3,5:10,802
2017/9/3,5:15,798
2017/9/3,5:20,809
2017/9/3,5:25,801
2017/9/3,5:30,796
2017/9/3,5:35,783
2017/9/3,5:40,792
2017/9/3,5:45,791
