2016/12/2 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4364,17:00～18:00,12/2,8:30,13,89

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3869,17:00～18:00,12/2,8:30

DATE,TIME,当日実績(万kW),予測値（万kW),使用率(%)
2016/12/2,0:00,2834,0,65
2016/12/2,1:00,2696,0,62
2016/12/2,2:00,2656,0,61
2016/12/2,3:00,2643,0,61
2016/12/2,4:00,2677,0,61
2016/12/2,5:00,2829,0,65
2016/12/2,6:00,3176,0,73
2016/12/2,7:00,3373,0,77
2016/12/2,8:00,3541,0,81
2016/12/2,9:00,3677,0,84
2016/12/2,10:00,3637,0,83
2016/12/2,11:00,3578,0,82
2016/12/2,12:00,3384,0,78
2016/12/2,13:00,3497,0,80
2016/12/2,14:00,3529,0,81
2016/12/2,15:00,3559,0,82
2016/12/2,16:00,3750,0,86
2016/12/2,17:00,3899,0,89
2016/12/2,18:00,3851,0,88
2016/12/2,19:00,3752,0,86
2016/12/2,20:00,3633,0,83
2016/12/2,21:00,3478,0,80
2016/12/2,22:00,3343,0,77
2016/12/2,23:00,3142,0,72

最大使用率(%),時間帯
89,17:00～18:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4013,17:00～18:00,12/2,17:30,13,88

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3538,17:00～18:00,12/2,17:30

DATE,TIME,当日実績（５分間隔値）(万kW)
2016/12/2,0:00,2924
2016/12/2,0:05,2917
2016/12/2,0:10,2910
2016/12/2,0:15,2885
2016/12/2,0:20,2860
2016/12/2,0:25,2843
2016/12/2,0:30,2828
2016/12/2,0:35,2801
2016/12/2,0:40,2792
2016/12/2,0:45,2764
2016/12/2,0:50,2757
2016/12/2,0:55,2727
2016/12/2,1:00,2728
2016/12/2,1:05,2728
2016/12/2,1:10,2708
2016/12/2,1:15,2713
2016/12/2,1:20,2710
2016/12/2,1:25,2699
2016/12/2,1:30,2685
2016/12/2,1:35,2686
2016/12/2,1:40,2680
2016/12/2,1:45,2676
2016/12/2,1:50,2674
2016/12/2,1:55,2671
2016/12/2,2:00,2671
2016/12/2,2:05,2668
2016/12/2,2:10,2663
2016/12/2,2:15,2655
2016/12/2,2:20,2668
2016/12/2,2:25,2663
2016/12/2,2:30,2655
2016/12/2,2:35,2654
2016/12/2,2:40,2646
2016/12/2,2:45,2649
2016/12/2,2:50,2643
2016/12/2,2:55,2637
2016/12/2,3:00,2625
2016/12/2,3:05,2646
2016/12/2,3:10,2652
2016/12/2,3:15,2637
2016/12/2,3:20,2648
2016/12/2,3:25,2641
2016/12/2,3:30,2644
2016/12/2,3:35,2647
2016/12/2,3:40,2647
2016/12/2,3:45,2646
2016/12/2,3:50,2643
2016/12/2,3:55,2645
2016/12/2,4:00,2647
2016/12/2,4:05,2653
2016/12/2,4:10,2659
2016/12/2,4:15,2669
2016/12/2,4:20,2665
2016/12/2,4:25,2658
2016/12/2,4:30,2667
2016/12/2,4:35,2688
2016/12/2,4:40,2689
2016/12/2,4:45,2701
2016/12/2,4:50,2702
2016/12/2,4:55,2721
2016/12/2,5:00,2738
2016/12/2,5:05,2760
2016/12/2,5:10,2765
2016/12/2,5:15,2790
2016/12/2,5:20,2814
2016/12/2,5:25,2827
2016/12/2,5:30,2825
2016/12/2,5:35,2843
2016/12/2,5:40,2865
2016/12/2,5:45,2885
2016/12/2,5:50,2904
2016/12/2,5:55,2938
2016/12/2,6:00,2988
2016/12/2,6:05,3028
2016/12/2,6:10,3068
2016/12/2,6:15,3105
2016/12/2,6:20,3136
2016/12/2,6:25,3182
2016/12/2,6:30,3205
2016/12/2,6:35,3245
2016/12/2,6:40,3259
2016/12/2,6:45,3292
2016/12/2,6:50,3296
2016/12/2,6:55,3308
2016/12/2,7:00,3290
2016/12/2,7:05,3329
2016/12/2,7:10,3342
2016/12/2,7:15,3347
2016/12/2,7:20,3368
2016/12/2,7:25,3378
2016/12/2,7:30,3374
2016/12/2,7:35,3413
2016/12/2,7:40,3412
2016/12/2,7:45,3406
2016/12/2,7:50,3419
2016/12/2,7:55,3405
2016/12/2,8:00,3436
2016/12/2,8:05,3460
2016/12/2,8:10,3470
2016/12/2,8:15,3507
2016/12/2,8:20,3519
2016/12/2,8:25,3536
2016/12/2,8:30,3548
2016/12/2,8:35,3578
2016/12/2,8:40,3597
2016/12/2,8:45,3592
2016/12/2,8:50,3614
2016/12/2,8:55,3639
2016/12/2,9:00,3643
2016/12/2,9:05,3676
2016/12/2,9:10,3684
2016/12/2,9:15,3672
2016/12/2,9:20,3663
2016/12/2,9:25,3682
2016/12/2,9:30,3681
2016/12/2,9:35,3679
2016/12/2,9:40,3683
2016/12/2,9:45,3683
2016/12/2,9:50,3689
2016/12/2,9:55,3686
2016/12/2,10:00,3664
2016/12/2,10:05,3655
2016/12/2,10:10,3642
2016/12/2,10:15,3654
2016/12/2,10:20,3648
2016/12/2,10:25,3644
2016/12/2,10:30,3633
2016/12/2,10:35,3639
2016/12/2,10:40,3622
2016/12/2,10:45,3626
2016/12/2,10:50,3616
2016/12/2,10:55,3608
2016/12/2,11:00,3603
2016/12/2,11:05,3603
2016/12/2,11:10,3606
2016/12/2,11:15,3599
2016/12/2,11:20,3583
2016/12/2,11:25,3590
2016/12/2,11:30,3571
2016/12/2,11:35,3575
2016/12/2,11:40,3566
2016/12/2,11:45,3548
2016/12/2,11:50,3556
2016/12/2,11:55,3538
2016/12/2,12:00,3499
2016/12/2,12:05,3436
2016/12/2,12:10,3409
2016/12/2,12:15,3391
2016/12/2,12:20,3353
2016/12/2,12:25,3365
2016/12/2,12:30,3348
2016/12/2,12:35,3352
2016/12/2,12:40,3344
2016/12/2,12:45,3356
2016/12/2,12:50,3366
2016/12/2,12:55,3385
2016/12/2,13:00,3420
2016/12/2,13:05,3465
2016/12/2,13:10,3490
2016/12/2,13:15,3506
2016/12/2,13:20,3482
2016/12/2,13:25,3515
2016/12/2,13:30,3502
2016/12/2,13:35,3514
2016/12/2,13:40,3513
2016/12/2,13:45,3512
2016/12/2,13:50,3521
2016/12/2,13:55,3520
2016/12/2,14:00,3513
2016/12/2,14:05,3519
2016/12/2,14:10,3517
2016/12/2,14:15,3530
2016/12/2,14:20,3521
2016/12/2,14:25,3541
2016/12/2,14:30,3531
2016/12/2,14:35,3538
2016/12/2,14:40,3533
2016/12/2,14:45,3538
2016/12/2,14:50,3536
2016/12/2,14:55,3536
2016/12/2,15:00,3534
2016/12/2,15:05,3512
2016/12/2,15:10,3504
2016/12/2,15:15,3530
2016/12/2,15:20,3544
2016/12/2,15:25,3574
2016/12/2,15:30,3570
2016/12/2,15:35,3571
2016/12/2,15:40,3581
2016/12/2,15:45,3585
2016/12/2,15:50,3593
2016/12/2,15:55,3614
2016/12/2,16:00,3617
2016/12/2,16:05,3635
2016/12/2,16:10,3670
2016/12/2,16:15,3658
2016/12/2,16:20,3693
2016/12/2,16:25,3720
2016/12/2,16:30,3760
2016/12/2,16:35,3807
2016/12/2,16:40,3842
2016/12/2,16:45,3856
2016/12/2,16:50,3863
2016/12/2,16:55,3880
2016/12/2,17:00,3896
2016/12/2,17:05,3895
2016/12/2,17:10,3885
2016/12/2,17:15,3907
2016/12/2,17:20,3899
2016/12/2,17:25,3916
2016/12/2,17:30,3899
2016/12/2,17:35,3908
2016/12/2,17:40,3898
2016/12/2,17:45,3899
2016/12/2,17:50,3895
2016/12/2,17:55,3892
2016/12/2,18:00,3877
2016/12/2,18:05,3879
2016/12/2,18:10,3865
2016/12/2,18:15,3869
2016/12/2,18:20,3852
2016/12/2,18:25,3855
2016/12/2,18:30,3850
2016/12/2,18:35,3832
2016/12/2,18:40,3844
2016/12/2,18:45,3841
2016/12/2,18:50,3830
2016/12/2,18:55,3822
2016/12/2,19:00,3805
2016/12/2,19:05,3797
2016/12/2,19:10,3773
2016/12/2,19:15,3773
2016/12/2,19:20,3772
2016/12/2,19:25,3760
