2019/11/14 1:10 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1951,17:00～18:00,11/13,9:30,12,89

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1741,17:00～18:00,11/13,9:30

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1951,17:00～18:00,11/13,9:30,12,89

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1740,17:00～18:00,11/13,9:30

DATE,TIME,当日実績(万kW),予想値(万kW),使用率(%),供給力想定値(万kW)
2019/11/13,0:00,1276,1268,65,1729
2019/11/13,1:00,1229,1242,62,1695
2019/11/13,2:00,1284,1302,65,1688
2019/11/13,3:00,1351,1362,69,1691
2019/11/13,4:00,1360,1365,69,1696
2019/11/13,5:00,1348,1354,69,1703
2019/11/13,6:00,1403,1412,71,1735
2019/11/13,7:00,1498,1503,76,1686
2019/11/13,8:00,1632,1631,83,1830
2019/11/13,9:00,1710,1704,87,1912
2019/11/13,10:00,1701,1705,87,1913
2019/11/13,11:00,1692,1705,86,1913
2019/11/13,12:00,1590,1603,81,1807
2019/11/13,13:00,1677,1684,85,1889
2019/11/13,14:00,1680,1684,86,1889
2019/11/13,15:00,1669,1681,85,1886
2019/11/13,16:00,1691,1700,86,1907
2019/11/13,17:00,1710,1741,87,1951
2019/11/13,18:00,1677,1703,85,1910
2019/11/13,19:00,1617,1640,82,1840
2019/11/13,20:00,1544,1581,79,1774
2019/11/13,21:00,1481,1514,75,1701
2019/11/13,22:00,1418,1445,72,1674
2019/11/13,23:00,1347,1364,69,1655

最大使用率(%),時間帯
87,9:00～10:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
2073,17:00～18:00,11/13,18:30,14,87

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1822,17:00～18:00,11/13,18:30

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2073,17:00～18:00,11/13,18:30,14,87

翌日の使用率ピーク時予想電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1820,17:00～18:00,11/13,18:30

DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2019/11/13,0:00,1326,0
2019/11/13,0:05,1307,0
2019/11/13,0:10,1295,0
2019/11/13,0:15,1286,0
2019/11/13,0:20,1281,0
2019/11/13,0:25,1287,0
2019/11/13,0:30,1273,0
2019/11/13,0:35,1273,0
2019/11/13,0:40,1253,0
2019/11/13,0:45,1246,0
2019/11/13,0:50,1248,0
2019/11/13,0:55,1237,0
2019/11/13,1:00,1229,0
2019/11/13,1:05,1224,0
2019/11/13,1:10,1226,0
2019/11/13,1:15,1221,0
2019/11/13,1:20,1226,0
2019/11/13,1:25,1223,0
2019/11/13,1:30,1219,0
2019/11/13,1:35,1225,0
2019/11/13,1:40,1234,0
2019/11/13,1:45,1240,0
2019/11/13,1:50,1244,0
2019/11/13,1:55,1236,0
2019/11/13,2:00,1238,0
2019/11/13,2:05,1250,0
2019/11/13,2:10,1268,0
2019/11/13,2:15,1274,0
2019/11/13,2:20,1268,0
2019/11/13,2:25,1275,0
2019/11/13,2:30,1281,0
2019/11/13,2:35,1301,0
2019/11/13,2:40,1310,0
2019/11/13,2:45,1316,0
2019/11/13,2:50,1317,0
2019/11/13,2:55,1313,0
2019/11/13,3:00,1320,0
2019/11/13,3:05,1332,0
2019/11/13,3:10,1341,0
2019/11/13,3:15,1345,0
2019/11/13,3:20,1357,0
2019/11/13,3:25,1352,0
2019/11/13,3:30,1355,0
2019/11/13,3:35,1361,0
2019/11/13,3:40,1363,0
2019/11/13,3:45,1358,0
2019/11/13,3:50,1360,0
2019/11/13,3:55,1364,0
2019/11/13,4:00,1356,0
2019/11/13,4:05,1367,0
2019/11/13,4:10,1360,0
2019/11/13,4:15,1374,0
2019/11/13,4:20,1369,0
2019/11/13,4:25,1361,0
2019/11/13,4:30,1367,0
2019/11/13,4:35,1367,0
2019/11/13,4:40,1357,0
2019/11/13,4:45,1348,0
2019/11/13,4:50,1343,0
2019/11/13,4:55,1347,0
2019/11/13,5:00,1352,0
2019/11/13,5:05,1347,0
2019/11/13,5:10,1355,0
2019/11/13,5:15,1350,0
2019/11/13,5:20,1354,0
2019/11/13,5:25,1358,0
2019/11/13,5:30,1350,0
2019/11/13,5:35,1341,0
2019/11/13,5:40,1343,0
2019/11/13,5:45,1345,0
2019/11/13,5:50,1342,0
2019/11/13,5:55,1335,0
2019/11/13,6:00,1346,0
2019/11/13,6:05,1372,0
2019/11/13,6:10,1388,0
2019/11/13,6:15,1386,0
2019/11/13,6:20,1390,0
2019/11/13,6:25,1388,0
2019/11/13,6:30,1393,0
2019/11/13,6:35,1419,0
2019/11/13,6:40,1436,2
2019/11/13,6:45,1423,5
2019/11/13,6:50,1436,10
2019/11/13,6:55,1455,16
2019/11/13,7:00,1463,18
2019/11/13,7:05,1464,23
2019/11/13,7:10,1471,28
2019/11/13,7:15,1478,41
2019/11/13,7:20,1472,54
2019/11/13,7:25,1478,63
2019/11/13,7:30,1497,73
2019/11/13,7:35,1499,82
2019/11/13,7:40,1503,92
2019/11/13,7:45,1536,101
2019/11/13,7:50,1548,110
2019/11/13,7:55,1564,119
2019/11/13,8:00,1570,123
2019/11/13,8:05,1585,132
2019/11/13,8:10,1596,141
2019/11/13,8:15,1607,149
2019/11/13,8:20,1612,158
2019/11/13,8:25,1627,166
2019/11/13,8:30,1636,174
2019/11/13,8:35,1644,182
2019/11/13,8:40,1652,190
2019/11/13,8:45,1669,197
2019/11/13,8:50,1685,205
2019/11/13,8:55,1698,212
2019/11/13,9:00,1707,222
2019/11/13,9:05,1713,229
2019/11/13,9:10,1716,235
2019/11/13,9:15,1715,242
2019/11/13,9:20,1709,249
2019/11/13,9:25,1713,255
2019/11/13,9:30,1708,262
2019/11/13,9:35,1708,267
2019/11/13,9:40,1708,273
2019/11/13,9:45,1704,278
2019/11/13,9:50,1711,283
2019/11/13,9:55,1712,288
2019/11/13,10:00,1710,295
2019/11/13,10:05,1708,299
2019/11/13,10:10,1700,304
2019/11/13,10:15,1699,308
2019/11/13,10:20,1697,312
2019/11/13,10:25,1697,315
2019/11/13,10:30,1702,319
2019/11/13,10:35,1703,322
2019/11/13,10:40,1699,325
2019/11/13,10:45,1695,327
2019/11/13,10:50,1696,330
2019/11/13,10:55,1703,332
2019/11/13,11:00,1702,335
2019/11/13,11:05,1702,336
2019/11/13,11:10,1703,338
2019/11/13,11:15,1699,339
2019/11/13,11:20,1698,340
2019/11/13,11:25,1697,341
2019/11/13,11:30,1693,342
2019/11/13,11:35,1686,342
2019/11/13,11:40,1688,343
