2016/7/3 0:02 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1219,10:00～11:00,7月1日,18:02,33,75

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
916,10:00～11:00,7月1日,18:02

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%)
2016/7/2,0:00,773,0,63
2016/7/2,1:00,752,0,62
2016/7/2,2:00,761,0,62
2016/7/2,3:00,776,0,64
2016/7/2,4:00,773,0,63
2016/7/2,5:00,741,0,61
2016/7/2,6:00,749,0,61
2016/7/2,7:00,781,0,64
2016/7/2,8:00,826,0,68
2016/7/2,9:00,908,0,74
2016/7/2,10:00,921,0,76
2016/7/2,11:00,953,0,78
2016/7/2,12:00,930,0,76
2016/7/2,13:00,943,0,77
2016/7/2,14:00,948,0,78
2016/7/2,15:00,941,0,77
2016/7/2,16:00,934,0,77
2016/7/2,17:00,933,0,77
2016/7/2,18:00,935,0,77
2016/7/2,19:00,916,0,75
2016/7/2,20:00,873,0,72
2016/7/2,21:00,819,0,67
2016/7/2,22:00,802,0,66
2016/7/2,23:00,773,0,63

最大使用率(%),時間帯
78,11:00～12:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1106,19:00～20:00,7月2日,18:02,23,81

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
896,19:00～20:00,7月2日,18:02

DATE,TIME,当日実績(5分間隔値)(万kW)
2016/7/2,0:00,801
2016/7/2,0:05,791
2016/7/2,0:10,787
2016/7/2,0:15,782
2016/7/2,0:20,780
2016/7/2,0:25,777
2016/7/2,0:30,777
2016/7/2,0:35,771
2016/7/2,0:40,763
2016/7/2,0:45,757
2016/7/2,0:50,755
2016/7/2,0:55,757
2016/7/2,1:00,756
2016/7/2,1:05,755
2016/7/2,1:10,756
2016/7/2,1:15,759
2016/7/2,1:20,754
2016/7/2,1:25,757
2016/7/2,1:30,754
2016/7/2,1:35,747
2016/7/2,1:40,753
2016/7/2,1:45,744
2016/7/2,1:50,744
2016/7/2,1:55,750
2016/7/2,2:00,751
2016/7/2,2:05,753
2016/7/2,2:10,755
2016/7/2,2:15,757
2016/7/2,2:20,758
2016/7/2,2:25,763
2016/7/2,2:30,760
2016/7/2,2:35,762
2016/7/2,2:40,756
2016/7/2,2:45,764
2016/7/2,2:50,771
2016/7/2,2:55,772
2016/7/2,3:00,767
2016/7/2,3:05,772
2016/7/2,3:10,775
2016/7/2,3:15,777
2016/7/2,3:20,781
2016/7/2,3:25,775
2016/7/2,3:30,771
2016/7/2,3:35,776
2016/7/2,3:40,780
2016/7/2,3:45,779
2016/7/2,3:50,775
2016/7/2,3:55,775
2016/7/2,4:00,784
2016/7/2,4:05,780
2016/7/2,4:10,785
2016/7/2,4:15,785
2016/7/2,4:20,782
2016/7/2,4:25,775
2016/7/2,4:30,772
2016/7/2,4:35,775
2016/7/2,4:40,769
2016/7/2,4:45,767
2016/7/2,4:50,759
2016/7/2,4:55,757
2016/7/2,5:00,747
2016/7/2,5:05,755
2016/7/2,5:10,747
2016/7/2,5:15,741
2016/7/2,5:20,745
2016/7/2,5:25,741
2016/7/2,5:30,745
2016/7/2,5:35,741
2016/7/2,5:40,742
2016/7/2,5:45,733
2016/7/2,5:50,734
2016/7/2,5:55,729
2016/7/2,6:00,724
2016/7/2,6:05,733
2016/7/2,6:10,741
2016/7/2,6:15,747
2016/7/2,6:20,744
2016/7/2,6:25,750
2016/7/2,6:30,750
2016/7/2,6:35,759
2016/7/2,6:40,759
2016/7/2,6:45,758
2016/7/2,6:50,760
2016/7/2,6:55,755
2016/7/2,7:00,753
2016/7/2,7:05,770
2016/7/2,7:10,774
2016/7/2,7:15,774
2016/7/2,7:20,774
2016/7/2,7:25,781
2016/7/2,7:30,779
2016/7/2,7:35,792
2016/7/2,7:40,784
2016/7/2,7:45,795
2016/7/2,7:50,792
2016/7/2,7:55,785
2016/7/2,8:00,789
2016/7/2,8:05,794
2016/7/2,8:10,793
2016/7/2,8:15,798
2016/7/2,8:20,805
2016/7/2,8:25,809
2016/7/2,8:30,818
2016/7/2,8:35,840
2016/7/2,8:40,856
2016/7/2,8:45,850
2016/7/2,8:50,849
2016/7/2,8:55,867
2016/7/2,9:00,875
2016/7/2,9:05,899
2016/7/2,9:10,899
2016/7/2,9:15,908
2016/7/2,9:20,906
2016/7/2,9:25,905
2016/7/2,9:30,901
2016/7/2,9:35,911
2016/7/2,9:40,914
2016/7/2,9:45,917
2016/7/2,9:50,923
2016/7/2,9:55,918
2016/7/2,10:00,915
2016/7/2,10:05,914
2016/7/2,10:10,915
2016/7/2,10:15,917
2016/7/2,10:20,918
2016/7/2,10:25,917
2016/7/2,10:30,904
2016/7/2,10:35,917
2016/7/2,10:40,928
2016/7/2,10:45,924
2016/7/2,10:50,929
2016/7/2,10:55,937
2016/7/2,11:00,935
2016/7/2,11:05,946
2016/7/2,11:10,950
2016/7/2,11:15,955
2016/7/2,11:20,945
2016/7/2,11:25,958
2016/7/2,11:30,950
2016/7/2,11:35,958
2016/7/2,11:40,959
2016/7/2,11:45,961
2016/7/2,11:50,954
2016/7/2,11:55,962
2016/7/2,12:00,950
2016/7/2,12:05,932
2016/7/2,12:10,928
2016/7/2,12:15,929
2016/7/2,12:20,931
2016/7/2,12:25,929
2016/7/2,12:30,926
2016/7/2,12:35,925
2016/7/2,12:40,929
2016/7/2,12:45,930
2016/7/2,12:50,933
2016/7/2,12:55,930
2016/7/2,13:00,921
2016/7/2,13:05,929
2016/7/2,13:10,938
2016/7/2,13:15,945
2016/7/2,13:20,949
2016/7/2,13:25,953
2016/7/2,13:30,947
2016/7/2,13:35,943
2016/7/2,13:40,947
2016/7/2,13:45,949
2016/7/2,13:50,939
2016/7/2,13:55,948
2016/7/2,14:00,948
2016/7/2,14:05,940
2016/7/2,14:10,942
2016/7/2,14:15,944
2016/7/2,14:20,955
2016/7/2,14:25,952
2016/7/2,14:30,952
2016/7/2,14:35,948
2016/7/2,14:40,948
2016/7/2,14:45,948
2016/7/2,14:50,948
2016/7/2,14:55,953
2016/7/2,15:00,946
2016/7/2,15:05,939
2016/7/2,15:10,941
2016/7/2,15:15,940
2016/7/2,15:20,947
2016/7/2,15:25,946
2016/7/2,15:30,941
2016/7/2,15:35,936
2016/7/2,15:40,938
2016/7/2,15:45,939
2016/7/2,15:50,937
2016/7/2,15:55,945
2016/7/2,16:00,943
2016/7/2,16:05,937
2016/7/2,16:10,937
2016/7/2,16:15,936
2016/7/2,16:20,937
2016/7/2,16:25,939
2016/7/2,16:30,938
2016/7/2,16:35,925
2016/7/2,16:40,929
2016/7/2,16:45,930
2016/7/2,16:50,930
2016/7/2,16:55,934
2016/7/2,17:00,929
2016/7/2,17:05,930
2016/7/2,17:10,939
2016/7/2,17:15,932
2016/7/2,17:20,936
2016/7/2,17:25,939
2016/7/2,17:30,932
2016/7/2,17:35,933
2016/7/2,17:40,935
2016/7/2,17:45,931
2016/7/2,17:50,926
2016/7/2,17:55,931
2016/7/2,18:00,933
2016/7/2,18:05,928
2016/7/2,18:10,934
2016/7/2,18:15,931
2016/7/2,18:20,938
2016/7/2,18:25,937
2016/7/2,18:30,937
2016/7/2,18:35,935
2016/7/2,18:40,938
2016/7/2,18:45,939
2016/7/2,18:50,938
2016/7/2,18:55,935
2016/7/2,19:00,932
2016/7/2,19:05,932
2016/7/2,19:10,924
2016/7/2,19:15,928
2016/7/2,19:20,922
2016/7/2,19:25,927
2016/7/2,19:30,911
2016/7/2,19:35,914
2016/7/2,19:40,907
2016/7/2,19:45,908
2016/7/2,19:50,901
2016/7/2,19:55,900
2016/7/2,20:00,896
2016/7/2,20:05,891
2016/7/2,20:10,883
2016/7/2,20:15,880
2016/7/2,20:20,879
2016/7/2,20:25,873
2016/7/2,20:30,873
2016/7/2,20:35,870
2016/7/2,20:40,867
2016/7/2,20:45,869
2016/7/2,20:50,857
2016/7/2,20:55,858
2016/7/2,21:00,858
2016/7/2,21:05,845
2016/7/2,21:10,838
2016/7/2,21:15,835
2016/7/2,21:20,827
2016/7/2,21:25,825
2016/7/2,21:30,817
2016/7/2,21:35,815
2016/7/2,21:40,812
2016/7/2,21:45,803
2016/7/2,21:50,794
2016/7/2,21:55,793
2016/7/2,22:00,793
2016/7/2,22:05,812
2016/7/2,22:10,813
2016/7/2,22:15,812
2016/7/2,22:20,805
2016/7/2,22:25,807
2016/7/2,22:30,804
2016/7/2,22:35,806
2016/7/2,22:40,800
2016/7/2,22:45,790
2016/7/2,22:50,790
2016/7/2,22:55,789
2016/7/2,23:00,788
2016/7/2,23:05,779
2016/7/2,23:10,783
2016/7/2,23:15,781
2016/7/2,23:20,782
2016/7/2,23:25,784
2016/7/2,23:30,779
2016/7/2,23:35,766
2016/7/2,23:40,765
2016/7/2,23:45,763
2016/7/2,23:50,766
2016/7/2,23:55,762
