2018/10/20 0:02 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1111,17:00～18:00,10月18日,18:02,12,90

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
996,17:00～18:00,10月18日,18:02

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%)
2018/10/19,0:00,757,748,68
2018/10/19,1:00,755,751,68
2018/10/19,2:00,779,772,70
2018/10/19,3:00,807,794,73
2018/10/19,4:00,823,808,74
2018/10/19,5:00,837,824,75
2018/10/19,6:00,862,859,78
2018/10/19,7:00,881,882,79
2018/10/19,8:00,924,931,83
2018/10/19,9:00,973,982,88
2018/10/19,10:00,963,982,87
2018/10/19,11:00,976,973,88
2018/10/19,12:00,915,920,82
2018/10/19,13:00,972,965,87
2018/10/19,14:00,983,971,89
2018/10/19,15:00,971,962,87
2018/10/19,16:00,986,989,89
2018/10/19,17:00,999,996,90
2018/10/19,18:00,968,971,87
2018/10/19,19:00,927,930,83
2018/10/19,20:00,880,890,79
2018/10/19,21:00,837,843,75
2018/10/19,22:00,824,815,74
2018/10/19,23:00,793,792,71

最大使用率(%),時間帯
90,17:00～18:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1078,17:00～18:00,10月19日,18:02,13,88

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
952,17:00～18:00,10月19日,18:02

DATE,TIME,当日実績(5分間隔値)(万kW)
2018/10/19,0:00,775
2018/10/19,0:05,774
2018/10/19,0:10,771
2018/10/19,0:15,764
2018/10/19,0:20,766
2018/10/19,0:25,757
2018/10/19,0:30,750
2018/10/19,0:35,756
2018/10/19,0:40,749
2018/10/19,0:45,742
2018/10/19,0:50,743
2018/10/19,0:55,748
2018/10/19,1:00,749
2018/10/19,1:05,759
2018/10/19,1:10,759
2018/10/19,1:15,751
2018/10/19,1:20,753
2018/10/19,1:25,747
2018/10/19,1:30,746
2018/10/19,1:35,753
2018/10/19,1:40,758
2018/10/19,1:45,762
2018/10/19,1:50,760
2018/10/19,1:55,761
2018/10/19,2:00,760
2018/10/19,2:05,763
2018/10/19,2:10,767
2018/10/19,2:15,773
2018/10/19,2:20,772
2018/10/19,2:25,768
2018/10/19,2:30,773
2018/10/19,2:35,787
2018/10/19,2:40,788
2018/10/19,2:45,789
2018/10/19,2:50,791
2018/10/19,2:55,797
2018/10/19,3:00,794
2018/10/19,3:05,801
2018/10/19,3:10,807
2018/10/19,3:15,806
2018/10/19,3:20,799
2018/10/19,3:25,805
2018/10/19,3:30,804
2018/10/19,3:35,808
2018/10/19,3:40,810
2018/10/19,3:45,814
2018/10/19,3:50,812
2018/10/19,3:55,817
2018/10/19,4:00,819
2018/10/19,4:05,819
2018/10/19,4:10,814
2018/10/19,4:15,815
2018/10/19,4:20,825
2018/10/19,4:25,826
2018/10/19,4:30,819
2018/10/19,4:35,825
2018/10/19,4:40,822
2018/10/19,4:45,824
2018/10/19,4:50,830
2018/10/19,4:55,833
2018/10/19,5:00,830
2018/10/19,5:05,823
2018/10/19,5:10,834
2018/10/19,5:15,836
2018/10/19,5:20,833
2018/10/19,5:25,834
2018/10/19,5:30,839
2018/10/19,5:35,841
2018/10/19,5:40,839
2018/10/19,5:45,835
2018/10/19,5:50,844
2018/10/19,5:55,847
2018/10/19,6:00,843
2018/10/19,6:05,846
2018/10/19,6:10,853
2018/10/19,6:15,862
2018/10/19,6:20,855
2018/10/19,6:25,866
2018/10/19,6:30,861
2018/10/19,6:35,873
2018/10/19,6:40,869
2018/10/19,6:45,867
2018/10/19,6:50,865
2018/10/19,6:55,872
2018/10/19,7:00,867
2018/10/19,7:05,873
2018/10/19,7:10,875
2018/10/19,7:15,878
2018/10/19,7:20,873
2018/10/19,7:25,877
2018/10/19,7:30,875
2018/10/19,7:35,889
2018/10/19,7:40,886
2018/10/19,7:45,895
2018/10/19,7:50,885
2018/10/19,7:55,883
2018/10/19,8:00,891
2018/10/19,8:05,888
2018/10/19,8:10,888
2018/10/19,8:15,903
2018/10/19,8:20,913
2018/10/19,8:25,925
2018/10/19,8:30,928
2018/10/19,8:35,932
2018/10/19,8:40,938
2018/10/19,8:45,938
2018/10/19,8:50,947
2018/10/19,8:55,962
2018/10/19,9:00,962
2018/10/19,9:05,966
2018/10/19,9:10,968
2018/10/19,9:15,967
2018/10/19,9:20,961
2018/10/19,9:25,969
2018/10/19,9:30,973
2018/10/19,9:35,972
2018/10/19,9:40,981
2018/10/19,9:45,984
2018/10/19,9:50,979
2018/10/19,9:55,982
2018/10/19,10:00,983
2018/10/19,10:05,962
2018/10/19,10:10,959
2018/10/19,10:15,952
2018/10/19,10:20,958
2018/10/19,10:25,960
2018/10/19,10:30,964
2018/10/19,10:35,963
2018/10/19,10:40,967
2018/10/19,10:45,963
2018/10/19,10:50,966
2018/10/19,10:55,960
2018/10/19,11:00,968
2018/10/19,11:05,966
2018/10/19,11:10,978
2018/10/19,11:15,982
2018/10/19,11:20,978
2018/10/19,11:25,978
2018/10/19,11:30,975
2018/10/19,11:35,980
2018/10/19,11:40,976
2018/10/19,11:45,979
2018/10/19,11:50,972
2018/10/19,11:55,982
2018/10/19,12:00,968
2018/10/19,12:05,945
2018/10/19,12:10,930
2018/10/19,12:15,919
2018/10/19,12:20,917
2018/10/19,12:25,907
2018/10/19,12:30,899
2018/10/19,12:35,895
2018/10/19,12:40,898
2018/10/19,12:45,899
2018/10/19,12:50,902
2018/10/19,12:55,914
2018/10/19,13:00,933
2018/10/19,13:05,950
2018/10/19,13:10,965
2018/10/19,13:15,968
2018/10/19,13:20,965
2018/10/19,13:25,961
2018/10/19,13:30,972
2018/10/19,13:35,978
2018/10/19,13:40,979
2018/10/19,13:45,987
2018/10/19,13:50,985
2018/10/19,13:55,988
2018/10/19,14:00,989
2018/10/19,14:05,988
2018/10/19,14:10,983
2018/10/19,14:15,982
2018/10/19,14:20,986
2018/10/19,14:25,985
2018/10/19,14:30,984
2018/10/19,14:35,981
2018/10/19,14:40,983
2018/10/19,14:45,984
2018/10/19,14:50,977
2018/10/19,14:55,982
2018/10/19,15:00,976
2018/10/19,15:05,962
2018/10/19,15:10,961
2018/10/19,15:15,961
2018/10/19,15:20,972
2018/10/19,15:25,971
2018/10/19,15:30,969
2018/10/19,15:35,973
2018/10/19,15:40,975
2018/10/19,15:45,977
2018/10/19,15:50,973
2018/10/19,15:55,982
2018/10/19,16:00,980
2018/10/19,16:05,974
2018/10/19,16:10,975
2018/10/19,16:15,971
2018/10/19,16:20,980
2018/10/19,16:25,983
2018/10/19,16:30,987
2018/10/19,16:35,989
2018/10/19,16:40,994
2018/10/19,16:45,995
2018/10/19,16:50,993
2018/10/19,16:55,999
2018/10/19,17:00,1004
2018/10/19,17:05,1002
2018/10/19,17:10,1003
2018/10/19,17:15,997
2018/10/19,17:20,1005
2018/10/19,17:25,1005
2018/10/19,17:30,1001
2018/10/19,17:35,1000
2018/10/19,17:40,999
2018/10/19,17:45,994
2018/10/19,17:50,993
2018/10/19,17:55,991
2018/10/19,18:00,988
2018/10/19,18:05,978
2018/10/19,18:10,977
2018/10/19,18:15,973
2018/10/19,18:20,978
2018/10/19,18:25,970
2018/10/19,18:30,971
2018/10/19,18:35,966
2018/10/19,18:40,965
2018/10/19,18:45,963
2018/10/19,18:50,958
2018/10/19,18:55,951
2018/10/19,19:00,951
2018/10/19,19:05,947
2018/10/19,19:10,937
2018/10/19,19:15,939
2018/10/19,19:20,940
2018/10/19,19:25,932
2018/10/19,19:30,925
2018/10/19,19:35,923
2018/10/19,19:40,918
2018/10/19,19:45,913
2018/10/19,19:50,908
2018/10/19,19:55,909
2018/10/19,20:00,908
2018/10/19,20:05,897
2018/10/19,20:10,886
2018/10/19,20:15,891
2018/10/19,20:20,889
2018/10/19,20:25,888
2018/10/19,20:30,878
2018/10/19,20:35,875
2018/10/19,20:40,867
2018/10/19,20:45,876
2018/10/19,20:50,867
2018/10/19,20:55,863
2018/10/19,21:00,863
2018/10/19,21:05,854
2018/10/19,21:10,847
2018/10/19,21:15,847
2018/10/19,21:20,846
2018/10/19,21:25,832
2018/10/19,21:30,832
2018/10/19,21:35,831
2018/10/19,21:40,833
2018/10/19,21:45,827
2018/10/19,21:50,829
2018/10/19,21:55,828
2018/10/19,22:00,821
2018/10/19,22:05,848
2018/10/19,22:10,840
2018/10/19,22:15,838
2018/10/19,22:20,835
2018/10/19,22:25,830
2018/10/19,22:30,824
2018/10/19,22:35,817
2018/10/19,22:40,808
2018/10/19,22:45,812
2018/10/19,22:50,814
2018/10/19,22:55,809
2018/10/19,23:00,805
2018/10/19,23:05,804
2018/10/19,23:10,806
2018/10/19,23:15,807
2018/10/19,23:20,806
2018/10/19,23:25,802
2018/10/19,23:30,797
2018/10/19,23:35,786
2018/10/19,23:40,786
2018/10/19,23:45,778
2018/10/19,23:50,777
2018/10/19,23:55,776
